,Stimmen,Prozent,Name,Partei,Wahlbezirk_Location,Wahlbezirk,Jahr,Stadt
1343,270,"35,48 %",Franken,CDU,11__Musikschule_der_Stadt_Frechen,11__Musikschule_der_Stadt_Frechen,2014,Frechen
1344,294,"38,63 %",Peters,SPD,11__Musikschule_der_Stadt_Frechen,11__Musikschule_der_Stadt_Frechen,2014,Frechen
1345,74,"9,72 %",Nußberger,GRÜNE,11__Musikschule_der_Stadt_Frechen,11__Musikschule_der_Stadt_Frechen,2014,Frechen
1346,27,"3,55 %",Kindermann,FDP,11__Musikschule_der_Stadt_Frechen,11__Musikschule_der_Stadt_Frechen,2014,Frechen
1347,47,"6,18 %",Dincel,DIE LINKE,11__Musikschule_der_Stadt_Frechen,11__Musikschule_der_Stadt_Frechen,2014,Frechen
1348,49,"6,44 %",Gotzens,Perspektive FW,11__Musikschule_der_Stadt_Frechen,11__Musikschule_der_Stadt_Frechen,2014,Frechen
1349,197,"28,47 %",Schmitz,CDU,12__Lindenschule_Gisbertstrasse,12__Lindenschule_Gisbertstrasse,2014,Frechen
1350,224,"32,37 %",Breuer,SPD,12__Lindenschule_Gisbertstrasse,12__Lindenschule_Gisbertstrasse,2014,Frechen
1351,116,"16,76 %",Weidemann,GRÜNE,12__Lindenschule_Gisbertstrasse,12__Lindenschule_Gisbertstrasse,2014,Frechen
1352,21,"3,03 %",Kindermann,FDP,12__Lindenschule_Gisbertstrasse,12__Lindenschule_Gisbertstrasse,2014,Frechen
1353,48,"6,94 %",Ulbricht,DIE LINKE,12__Lindenschule_Gisbertstrasse,12__Lindenschule_Gisbertstrasse,2014,Frechen
1354,86,"12,43 %",Kohls,Perspektive FW,12__Lindenschule_Gisbertstrasse,12__Lindenschule_Gisbertstrasse,2014,Frechen
1355,203,"29,46 %",Triebel,CDU,13__Haus_am_Bahndamm,13__Haus_am_Bahndamm,2014,Frechen
1356,241,"34,98 %",Huck,SPD,13__Haus_am_Bahndamm,13__Haus_am_Bahndamm,2014,Frechen
1357,122,"17,71 %",Neustadt,GRÜNE,13__Haus_am_Bahndamm,13__Haus_am_Bahndamm,2014,Frechen
1358,19,"2,76 %",Fink,FDP,13__Haus_am_Bahndamm,13__Haus_am_Bahndamm,2014,Frechen
1359,41,"5,95 %",Güngör,DIE LINKE,13__Haus_am_Bahndamm,13__Haus_am_Bahndamm,2014,Frechen
1360,63,"9,14 %",Eßer,Perspektive FW,13__Haus_am_Bahndamm,13__Haus_am_Bahndamm,2014,Frechen
1361,269,"39,33 %",Lindemann-Berk,CDU,14__Rathaus_Frechen_Buecherei,14__Rathaus_Frechen_Buecherei,2014,Frechen
1362,239,"34,94 %",Eilenberger,SPD,14__Rathaus_Frechen_Buecherei,14__Rathaus_Frechen_Buecherei,2014,Frechen
1363,62,"9,06 %",Jauernig,GRÜNE,14__Rathaus_Frechen_Buecherei,14__Rathaus_Frechen_Buecherei,2014,Frechen
1364,35,"5,12 %",Schwieger,FDP,14__Rathaus_Frechen_Buecherei,14__Rathaus_Frechen_Buecherei,2014,Frechen
1365,43,"6,29 %",Gökhan,DIE LINKE,14__Rathaus_Frechen_Buecherei,14__Rathaus_Frechen_Buecherei,2014,Frechen
1366,36,"5,26 %",Spohr,Perspektive FW,14__Rathaus_Frechen_Buecherei,14__Rathaus_Frechen_Buecherei,2014,Frechen
1367,217,"36,05 %",Kitzel,CDU,15__Burgschule_Frechen,15__Burgschule_Frechen,2014,Frechen
1368,219,"36,38 %",Freiherr von Gallera,SPD,15__Burgschule_Frechen,15__Burgschule_Frechen,2014,Frechen
1369,62,"10,30 %",Walter,GRÜNE,15__Burgschule_Frechen,15__Burgschule_Frechen,2014,Frechen
1370,30,"4,98 %",Sester,FDP,15__Burgschule_Frechen,15__Burgschule_Frechen,2014,Frechen
1371,40,"6,64 %",Ulbricht,DIE LINKE,15__Burgschule_Frechen,15__Burgschule_Frechen,2014,Frechen
1372,34,"5,65 %",Artes,Perspektive FW,15__Burgschule_Frechen,15__Burgschule_Frechen,2014,Frechen
1373,185,"31,84 %",Kaltenegger,CDU,16__Hauptschule_Herbertskaul,16__Hauptschule_Herbertskaul,2014,Frechen
1374,262,"45,09 %",Lußem,SPD,16__Hauptschule_Herbertskaul,16__Hauptschule_Herbertskaul,2014,Frechen
1375,52,"8,95 %",de Veer,GRÜNE,16__Hauptschule_Herbertskaul,16__Hauptschule_Herbertskaul,2014,Frechen
1376,20,"3,44 %",Kayser,FDP,16__Hauptschule_Herbertskaul,16__Hauptschule_Herbertskaul,2014,Frechen
1377,32,"5,51 %",Singer,DIE LINKE,16__Hauptschule_Herbertskaul,16__Hauptschule_Herbertskaul,2014,Frechen
1378,30,"5,16 %",Dahm,Perspektive FW,16__Hauptschule_Herbertskaul,16__Hauptschule_Herbertskaul,2014,Frechen
1379,362,"42,59 %",Kühn,CDU,17__Pfarrzentrum_St_Audomar,17__Pfarrzentrum_St_Audomar,2014,Frechen
1380,253,"29,76 %",Dmoch-Schweren,SPD,17__Pfarrzentrum_St_Audomar,17__Pfarrzentrum_St_Audomar,2014,Frechen
1381,126,"14,82 %",Runge,GRÜNE,17__Pfarrzentrum_St_Audomar,17__Pfarrzentrum_St_Audomar,2014,Frechen
1382,23,"2,71 %",Dr. Keller,FDP,17__Pfarrzentrum_St_Audomar,17__Pfarrzentrum_St_Audomar,2014,Frechen
1383,57,"6,71 %",Schul,DIE LINKE,17__Pfarrzentrum_St_Audomar,17__Pfarrzentrum_St_Audomar,2014,Frechen
1384,29,"3,41 %",Busch Alonso,Perspektive FW,17__Pfarrzentrum_St_Audomar,17__Pfarrzentrum_St_Audomar,2014,Frechen
1385,284,"41,76 %",Klöpper,CDU,18_CJD_Schule_ehem_ev_Gemeindezentrum,18_CJD_Schule_ehem_ev_Gemeindezentrum,2014,Frechen
1386,230,"33,82 %",Steinmetzer,SPD,18_CJD_Schule_ehem_ev_Gemeindezentrum,18_CJD_Schule_ehem_ev_Gemeindezentrum,2014,Frechen
1387,75,"11,03 %",Deges,GRÜNE,18_CJD_Schule_ehem_ev_Gemeindezentrum,18_CJD_Schule_ehem_ev_Gemeindezentrum,2014,Frechen
1388,17,"2,50 %",Sester,FDP,18_CJD_Schule_ehem_ev_Gemeindezentrum,18_CJD_Schule_ehem_ev_Gemeindezentrum,2014,Frechen
1389,19,"2,79 %",Betz,DIE LINKE,18_CJD_Schule_ehem_ev_Gemeindezentrum,18_CJD_Schule_ehem_ev_Gemeindezentrum,2014,Frechen
1390,55,"8,09 %",Römmler,Perspektive FW,18_CJD_Schule_ehem_ev_Gemeindezentrum,18_CJD_Schule_ehem_ev_Gemeindezentrum,2014,Frechen
1391,291,"43,83 %",Schlenkert,CDU,19__Mauritiusschule_Bachem,19__Mauritiusschule_Bachem,2014,Frechen
1392,212,"31,93 %",Tiefenbach,SPD,19__Mauritiusschule_Bachem,19__Mauritiusschule_Bachem,2014,Frechen
1393,78,"11,75 %",Erbacher,GRÜNE,19__Mauritiusschule_Bachem,19__Mauritiusschule_Bachem,2014,Frechen
1394,14,"2,11 %",Brendel,FDP,19__Mauritiusschule_Bachem,19__Mauritiusschule_Bachem,2014,Frechen
1395,37,"5,57 %",Gökhan,DIE LINKE,19__Mauritiusschule_Bachem,19__Mauritiusschule_Bachem,2014,Frechen
1396,32,"4,82 %",Rechholtz,Perspektive FW,19__Mauritiusschule_Bachem,19__Mauritiusschule_Bachem,2014,Frechen
1397,390,"51,05 %",Dr. Knecht,CDU,20__Haus_Burggraben,20__Haus_Burggraben,2014,Frechen
1398,224,"29,32 %",Nothhelfer,SPD,20__Haus_Burggraben,20__Haus_Burggraben,2014,Frechen
1399,67,"8,77 %",Tiedemann,GRÜNE,20__Haus_Burggraben,20__Haus_Burggraben,2014,Frechen
1400,21,"2,75 %",Kayser,FDP,20__Haus_Burggraben,20__Haus_Burggraben,2014,Frechen
1401,33,"4,32 %",Weiß,DIE LINKE,20__Haus_Burggraben,20__Haus_Burggraben,2014,Frechen
1402,29,"3,80 %",Eppich,Perspektive FW,20__Haus_Burggraben,20__Haus_Burggraben,2014,Frechen
1403,468,"51,20 %",Boomkamp,CDU,21__Grundschule_Grefrath,21__Grundschule_Grefrath,2014,Frechen
1404,273,"29,87 %",Faßbender-Rähmer,SPD,21__Grundschule_Grefrath,21__Grundschule_Grefrath,2014,Frechen
1405,62,"6,78 %",Kroh,GRÜNE,21__Grundschule_Grefrath,21__Grundschule_Grefrath,2014,Frechen
1406,29,"3,17 %",Dr. Schreiber,FDP,21__Grundschule_Grefrath,21__Grundschule_Grefrath,2014,Frechen
1407,38,"4,16 %",Gökhan,DIE LINKE,21__Grundschule_Grefrath,21__Grundschule_Grefrath,2014,Frechen
1408,44,"4,81 %",Höschler,Perspektive FW,21__Grundschule_Grefrath,21__Grundschule_Grefrath,2014,Frechen
1409,371,"41,41 %",Almstedt,CDU,22__NellBreuning_Berufskolleg,22__NellBreuning_Berufskolleg,2014,Frechen
1410,381,"42,52 %",Meyer,SPD,22__NellBreuning_Berufskolleg,22__NellBreuning_Berufskolleg,2014,Frechen
1411,52,"5,80 %",Brincker,GRÜNE,22__NellBreuning_Berufskolleg,22__NellBreuning_Berufskolleg,2014,Frechen
1412,37,"4,13 %",Kaiser,FDP,22__NellBreuning_Berufskolleg,22__NellBreuning_Berufskolleg,2014,Frechen
1413,19,"2,12 %",Özbey,DIE LINKE,22__NellBreuning_Berufskolleg,22__NellBreuning_Berufskolleg,2014,Frechen
1414,36,"4,02 %",Höschler,Perspektive FW,22__NellBreuning_Berufskolleg,22__NellBreuning_Berufskolleg,2014,Frechen
1415,401,"47,23 %",Becker,CDU,23__Altenzentrum_St_Augustinus,23__Altenzentrum_St_Augustinus,2014,Frechen
1416,190,"22,38 %",Sager,SPD,23__Altenzentrum_St_Augustinus,23__Altenzentrum_St_Augustinus,2014,Frechen
1417,115,"13,55 %",Kann,GRÜNE,23__Altenzentrum_St_Augustinus,23__Altenzentrum_St_Augustinus,2014,Frechen
1418,76,"8,95 %",Gräfin von Schweinitz und Krain Freifrau von Kauder,FDP,23__Altenzentrum_St_Augustinus,23__Altenzentrum_St_Augustinus,2014,Frechen
1419,43,"5,06 %",Winkel-Katzek,DIE LINKE,23__Altenzentrum_St_Augustinus,23__Altenzentrum_St_Augustinus,2014,Frechen
1420,24,"2,83 %",Lieb,Perspektive FW,23__Altenzentrum_St_Augustinus,23__Altenzentrum_St_Augustinus,2014,Frechen
1421,339,"45,75 %",Engels-Bremer,CDU,01__Wahlbezirk_1,01__Wahlbezirk_1,2014,Wesseling
1422,218,"29,42 %",Kübbeler,SPD,01__Wahlbezirk_1,01__Wahlbezirk_1,2014,Wesseling
1423,46,"6,21 %",Pesch,FDP,01__Wahlbezirk_1,01__Wahlbezirk_1,2014,Wesseling
1424,54,"7,29 %",Kutzer,GRÜNE,01__Wahlbezirk_1,01__Wahlbezirk_1,2014,Wesseling
1425,29,"3,91 %",Völlger,DIE LINKE,01__Wahlbezirk_1,01__Wahlbezirk_1,2014,Wesseling
1426,55,"7,42 %",Meschwitz,WIR/FWW,01__Wahlbezirk_1,01__Wahlbezirk_1,2014,Wesseling
1427,321,"41,05 %",Nahlen,CDU,02__Wahlbezirk_2,02__Wahlbezirk_2,2014,Wesseling
1428,255,"32,61 %",Florin,SPD,02__Wahlbezirk_2,02__Wahlbezirk_2,2014,Wesseling
1429,33,"4,22 %",Fischeder,FDP,02__Wahlbezirk_2,02__Wahlbezirk_2,2014,Wesseling
1430,101,"12,92 %",Querbach,GRÜNE,02__Wahlbezirk_2,02__Wahlbezirk_2,2014,Wesseling
1431,37,"4,73 %",Völlger,DIE LINKE,02__Wahlbezirk_2,02__Wahlbezirk_2,2014,Wesseling
1432,35,"4,48 %",Graßmeier,WIR/FWW,02__Wahlbezirk_2,02__Wahlbezirk_2,2014,Wesseling
1433,189,"34,62 %",Lücke,CDU,03__Wahlbezirk_3,03__Wahlbezirk_3,2014,Wesseling
1434,226,"41,39 %",Herrwegen,SPD,03__Wahlbezirk_3,03__Wahlbezirk_3,2014,Wesseling
1435,30,"5,49 %",Hermann,FDP,03__Wahlbezirk_3,03__Wahlbezirk_3,2014,Wesseling
1436,35,"6,41 %",Schneider,GRÜNE,03__Wahlbezirk_3,03__Wahlbezirk_3,2014,Wesseling
1437,32,"5,86 %",Gossmer,DIE LINKE,03__Wahlbezirk_3,03__Wahlbezirk_3,2014,Wesseling
1438,34,"6,23 %",Streich,WIR/FWW,03__Wahlbezirk_3,03__Wahlbezirk_3,2014,Wesseling
1439,260,"40,94 %",Mollenhauer,CDU,04__Wahlbezirk_4,04__Wahlbezirk_4,2014,Wesseling
1440,241,"37,95 %",Braun,SPD,04__Wahlbezirk_4,04__Wahlbezirk_4,2014,Wesseling
1441,28,"4,41 %",Geschonneck,FDP,04__Wahlbezirk_4,04__Wahlbezirk_4,2014,Wesseling
1442,56,"8,82 %",Strobel,GRÜNE,04__Wahlbezirk_4,04__Wahlbezirk_4,2014,Wesseling
1443,30,"4,72 %",Stori,DIE LINKE,04__Wahlbezirk_4,04__Wahlbezirk_4,2014,Wesseling
1444,20,"3,15 %",Spatz,WIR/FWW,04__Wahlbezirk_4,04__Wahlbezirk_4,2014,Wesseling
1445,289,"46,24 %",Engels-Welter,CDU,05__Wahlbezirk_5,05__Wahlbezirk_5,2014,Wesseling
1446,203,"32,48 %",Peschen,SPD,05__Wahlbezirk_5,05__Wahlbezirk_5,2014,Wesseling
1447,20,"3,20 %",Schmidt,FDP,05__Wahlbezirk_5,05__Wahlbezirk_5,2014,Wesseling
1448,45,"7,20 %",Astor,GRÜNE,05__Wahlbezirk_5,05__Wahlbezirk_5,2014,Wesseling
1449,37,"5,92 %",Wichmann,DIE LINKE,05__Wahlbezirk_5,05__Wahlbezirk_5,2014,Wesseling
1450,31,"4,96 %",Hermans,WIR/FWW,05__Wahlbezirk_5,05__Wahlbezirk_5,2014,Wesseling
1451,207,"38,26 %",Wanner,CDU,06__Wahlbezirk_6,06__Wahlbezirk_6,2014,Wesseling
1452,208,"38,45 %",Halbritter,SPD,06__Wahlbezirk_6,06__Wahlbezirk_6,2014,Wesseling
1453,21,"3,88 %",Schneider,FDP,06__Wahlbezirk_6,06__Wahlbezirk_6,2014,Wesseling
1454,37,"6,84 %",Schmidt-El Khaldi,GRÜNE,06__Wahlbezirk_6,06__Wahlbezirk_6,2014,Wesseling
1455,30,"5,55 %",Janik,DIE LINKE,06__Wahlbezirk_6,06__Wahlbezirk_6,2014,Wesseling
1456,38,"7,02 %",Plettenberg,WIR/FWW,06__Wahlbezirk_6,06__Wahlbezirk_6,2014,Wesseling
1457,492,"47,95 %",Rothermund,CDU,07__Wahlbezirk_7,07__Wahlbezirk_7,2014,Wesseling
1458,326,"31,77 %",Geyr,SPD,07__Wahlbezirk_7,07__Wahlbezirk_7,2014,Wesseling
1459,66,"6,43 %",Nep,FDP,07__Wahlbezirk_7,07__Wahlbezirk_7,2014,Wesseling
1460,79,"7,70 %",Dr. Fulda,GRÜNE,07__Wahlbezirk_7,07__Wahlbezirk_7,2014,Wesseling
1461,26,"2,53 %",Stori,DIE LINKE,07__Wahlbezirk_7,07__Wahlbezirk_7,2014,Wesseling
1462,37,"3,61 %",Knöner,WIR/FWW,07__Wahlbezirk_7,07__Wahlbezirk_7,2014,Wesseling
1463,394,"46,14 %",Keilhau,CDU,08__Wahlbezirk_8,08__Wahlbezirk_8,2014,Wesseling
1464,250,"29,27 %",Bobowk,SPD,08__Wahlbezirk_8,08__Wahlbezirk_8,2014,Wesseling
1465,49,"5,74 %",Kramer,FDP,08__Wahlbezirk_8,08__Wahlbezirk_8,2014,Wesseling
1466,105,"12,30 %",Kutzer,GRÜNE,08__Wahlbezirk_8,08__Wahlbezirk_8,2014,Wesseling
1467,20,"2,34 %",Stübner-Janik,DIE LINKE,08__Wahlbezirk_8,08__Wahlbezirk_8,2014,Wesseling
1468,36,"4,22 %",Kussauer,WIR/FWW,08__Wahlbezirk_8,08__Wahlbezirk_8,2014,Wesseling
1469,427,"44,81 %",Marx,CDU,09__Wahlbezirk_9,09__Wahlbezirk_9,2014,Wesseling
1470,293,"30,75 %",Latak,SPD,09__Wahlbezirk_9,09__Wahlbezirk_9,2014,Wesseling
1471,95,"9,97 %",Nep,FDP,09__Wahlbezirk_9,09__Wahlbezirk_9,2014,Wesseling
1472,98,"10,28 %",Dr. de Lange,GRÜNE,09__Wahlbezirk_9,09__Wahlbezirk_9,2014,Wesseling
1473,21,"2,20 %",Stori,DIE LINKE,09__Wahlbezirk_9,09__Wahlbezirk_9,2014,Wesseling
1474,19,"1,99 %",Feithen,WIR/FWW,09__Wahlbezirk_9,09__Wahlbezirk_9,2014,Wesseling
1475,315,"37,32 %",Simons,CDU,10__Wahlbezirk_10,10__Wahlbezirk_10,2014,Wesseling
1476,354,"41,94 %",Kornmüller,SPD,10__Wahlbezirk_10,10__Wahlbezirk_10,2014,Wesseling
1477,70,"8,29 %",Brähler,FDP,10__Wahlbezirk_10,10__Wahlbezirk_10,2014,Wesseling
1478,61,"7,23 %",Astor,GRÜNE,10__Wahlbezirk_10,10__Wahlbezirk_10,2014,Wesseling
1479,22,"2,61 %",Sokup,DIE LINKE,10__Wahlbezirk_10,10__Wahlbezirk_10,2014,Wesseling
1480,22,"2,61 %",Würminghausen-Hermans,WIR/FWW,10__Wahlbezirk_10,10__Wahlbezirk_10,2014,Wesseling
1481,283,"42,18 %",Schiffer,CDU,11__Wahlbezirk_11,11__Wahlbezirk_11,2014,Wesseling
1482,261,"38,90 %",Halbritter,SPD,11__Wahlbezirk_11,11__Wahlbezirk_11,2014,Wesseling
1483,23,"3,43 %",Triebkorn,FDP,11__Wahlbezirk_11,11__Wahlbezirk_11,2014,Wesseling
1484,44,"6,56 %",Streit,GRÜNE,11__Wahlbezirk_11,11__Wahlbezirk_11,2014,Wesseling
1485,17,"2,53 %",Waldmann,DIE LINKE,11__Wahlbezirk_11,11__Wahlbezirk_11,2014,Wesseling
1486,43,"6,41 %",Klein,WIR/FWW,11__Wahlbezirk_11,11__Wahlbezirk_11,2014,Wesseling
1487,332,"47,70 %",Löffler,CDU,12__Wahlbezirk_12,12__Wahlbezirk_12,2014,Wesseling
1488,247,"35,49 %",Adam,SPD,12__Wahlbezirk_12,12__Wahlbezirk_12,2014,Wesseling
1489,25,"3,59 %",Körner,FDP,12__Wahlbezirk_12,12__Wahlbezirk_12,2014,Wesseling
1490,55,"7,90 %",Streit,GRÜNE,12__Wahlbezirk_12,12__Wahlbezirk_12,2014,Wesseling
1491,19,"2,73 %",Stori,DIE LINKE,12__Wahlbezirk_12,12__Wahlbezirk_12,2014,Wesseling
1492,18,"2,59 %",Kussauer,WIR/FWW,12__Wahlbezirk_12,12__Wahlbezirk_12,2014,Wesseling
1493,344,"48,66 %",Keilhau,CDU,13__Wahlbezirk_13,13__Wahlbezirk_13,2014,Wesseling
1494,223,"31,54 %",Hoffmann,SPD,13__Wahlbezirk_13,13__Wahlbezirk_13,2014,Wesseling
1495,37,"5,23 %",Dobberstein,FDP,13__Wahlbezirk_13,13__Wahlbezirk_13,2014,Wesseling
1496,41,"5,80 %",Engelmann,GRÜNE,13__Wahlbezirk_13,13__Wahlbezirk_13,2014,Wesseling
1497,30,"4,24 %",Stori,DIE LINKE,13__Wahlbezirk_13,13__Wahlbezirk_13,2014,Wesseling
1498,32,"4,53 %",Esser,WIR/FWW,13__Wahlbezirk_13,13__Wahlbezirk_13,2014,Wesseling
1499,210,"44,59 %",Bach,CDU,14__Wahlbezirk_14,14__Wahlbezirk_14,2014,Wesseling
1500,152,"32,27 %",Landsch,SPD,14__Wahlbezirk_14,14__Wahlbezirk_14,2014,Wesseling
1501,15,"3,18 %",Buzhala,FDP,14__Wahlbezirk_14,14__Wahlbezirk_14,2014,Wesseling
1502,50,"10,62 %",Dr. Mertens,GRÜNE,14__Wahlbezirk_14,14__Wahlbezirk_14,2014,Wesseling
1503,17,"3,61 %",Layaq,DIE LINKE,14__Wahlbezirk_14,14__Wahlbezirk_14,2014,Wesseling
1504,27,"5,73 %",Westerhove,WIR/FWW,14__Wahlbezirk_14,14__Wahlbezirk_14,2014,Wesseling
1505,287,"45,56 %",Auge,CDU,15__Wahlbezirk_15,15__Wahlbezirk_15,2014,Wesseling
1506,196,"31,11 %",Kutsch,SPD,15__Wahlbezirk_15,15__Wahlbezirk_15,2014,Wesseling
1507,18,"2,86 %",Dörge,FDP,15__Wahlbezirk_15,15__Wahlbezirk_15,2014,Wesseling
1508,62,"9,84 %",Gillet,GRÜNE,15__Wahlbezirk_15,15__Wahlbezirk_15,2014,Wesseling
1509,43,"6,83 %",Wandsleb,DIE LINKE,15__Wahlbezirk_15,15__Wahlbezirk_15,2014,Wesseling
1510,24,"3,81 %",Kiel,WIR/FWW,15__Wahlbezirk_15,15__Wahlbezirk_15,2014,Wesseling
1511,414,"49,17 %",Hambach,CDU,16__Wahlbezirk_16,16__Wahlbezirk_16,2014,Wesseling
1512,300,"35,63 %",Meyn,SPD,16__Wahlbezirk_16,16__Wahlbezirk_16,2014,Wesseling
1513,37,"4,39 %",Helbach,FDP,16__Wahlbezirk_16,16__Wahlbezirk_16,2014,Wesseling
1514,42,"4,99 %",Streit,GRÜNE,16__Wahlbezirk_16,16__Wahlbezirk_16,2014,Wesseling
1515,19,"2,26 %",Stori,DIE LINKE,16__Wahlbezirk_16,16__Wahlbezirk_16,2014,Wesseling
1516,30,"3,56 %",Klein,WIR/FWW,16__Wahlbezirk_16,16__Wahlbezirk_16,2014,Wesseling
1517,478,"52,76 %",Daniel,CDU,17__Wahlbezirk_17,17__Wahlbezirk_17,2014,Wesseling
1518,256,"28,26 %",Kittel,SPD,17__Wahlbezirk_17,17__Wahlbezirk_17,2014,Wesseling
1519,38,"4,19 %",Dörge,FDP,17__Wahlbezirk_17,17__Wahlbezirk_17,2014,Wesseling
1520,79,"8,72 %",Giesen-Pätz,GRÜNE,17__Wahlbezirk_17,17__Wahlbezirk_17,2014,Wesseling
1521,23,"2,54 %",Jügel,DIE LINKE,17__Wahlbezirk_17,17__Wahlbezirk_17,2014,Wesseling
1522,32,"3,53 %",Langhammer,WIR/FWW,17__Wahlbezirk_17,17__Wahlbezirk_17,2014,Wesseling
1523,311,"54,47 %",Böhner,CDU,18__Wahlbezirk_18,18__Wahlbezirk_18,2014,Wesseling
1524,151,"26,44 %",Kibilka,SPD,18__Wahlbezirk_18,18__Wahlbezirk_18,2014,Wesseling
1525,22,"3,85 %",Goeritz,FDP,18__Wahlbezirk_18,18__Wahlbezirk_18,2014,Wesseling
1526,57,"9,98 %",Barelmann,GRÜNE,18__Wahlbezirk_18,18__Wahlbezirk_18,2014,Wesseling
1527,17,"2,98 %",Layaq,DIE LINKE,18__Wahlbezirk_18,18__Wahlbezirk_18,2014,Wesseling
1528,13,"2,28 %",Melcher,WIR/FWW,18__Wahlbezirk_18,18__Wahlbezirk_18,2014,Wesseling
1529,203,"38,45 %",Flink,CDU,19__Wahlbezirk_19,19__Wahlbezirk_19,2014,Wesseling
1530,254,"48,11 %",Meiers,SPD,19__Wahlbezirk_19,19__Wahlbezirk_19,2014,Wesseling
1531,17,"3,22 %",Schneider,FDP,19__Wahlbezirk_19,19__Wahlbezirk_19,2014,Wesseling
1532,29,"5,49 %",Scheffer,GRÜNE,19__Wahlbezirk_19,19__Wahlbezirk_19,2014,Wesseling
1533,11,"2,08 %",Wichmann,DIE LINKE,19__Wahlbezirk_19,19__Wahlbezirk_19,2014,Wesseling
1534,14,"2,65 %",Fischenich,WIR/FWW,19__Wahlbezirk_19,19__Wahlbezirk_19,2014,Wesseling
1535,307,"40,77 %",Herkner-Engelbrecht,CDU,01_Kernstadt,01_Kernstadt,2014,Euskirchen
1536,171,"22,71 %",Grundler,SPD,01_Kernstadt,01_Kernstadt,2014,Euskirchen
1537,102,"13,55 %",Dr. Wolf,FDP,01_Kernstadt,01_Kernstadt,2014,Euskirchen
1538,73,"9,69 %",Pütz,GRÜNE,01_Kernstadt,01_Kernstadt,2014,Euskirchen
1539,39,"5,18 %",Heindrichs,UWV,01_Kernstadt,01_Kernstadt,2014,Euskirchen
1540,61,"8,10 %",Meyer,DIE LINKE,01_Kernstadt,01_Kernstadt,2014,Euskirchen
1541,509,"44,69 %",Loeb,CDU,02_Kernstadt,02_Kernstadt,2014,Euskirchen
1542,233,"20,46 %",Dürholt,SPD,02_Kernstadt,02_Kernstadt,2014,Euskirchen
1543,163,"14,31 %",van Bahlen,FDP,02_Kernstadt,02_Kernstadt,2014,Euskirchen
1544,114,"10,01 %",Mende,GRÜNE,02_Kernstadt,02_Kernstadt,2014,Euskirchen
1545,69,"6,06 %",van Bonn,UWV,02_Kernstadt,02_Kernstadt,2014,Euskirchen
1546,51,"4,48 %",Meyer,DIE LINKE,02_Kernstadt,02_Kernstadt,2014,Euskirchen
1547,471,"42,66 %",Brüggemann,CDU,03_Kernstadt,03_Kernstadt,2014,Euskirchen
1548,303,"27,45 %",Lorbach,SPD,03_Kernstadt,03_Kernstadt,2014,Euskirchen
1549,127,"11,50 %",Milbert,FDP,03_Kernstadt,03_Kernstadt,2014,Euskirchen
1550,121,"10,96 %",Bachem,GRÜNE,03_Kernstadt,03_Kernstadt,2014,Euskirchen
1551,46,"4,17 %",Schumacher,UWV,03_Kernstadt,03_Kernstadt,2014,Euskirchen
1552,36,"3,26 %",Celik,DIE LINKE,03_Kernstadt,03_Kernstadt,2014,Euskirchen
1553,360,"45,45 %",Küpper,CDU,04_Kernstadt,04_Kernstadt,2014,Euskirchen
1554,191,"24,12 %",Mirza,SPD,04_Kernstadt,04_Kernstadt,2014,Euskirchen
1555,64,"8,08 %",Galler,FDP,04_Kernstadt,04_Kernstadt,2014,Euskirchen
1556,89,"11,24 %",Dr. Galliat,GRÜNE,04_Kernstadt,04_Kernstadt,2014,Euskirchen
1557,36,"4,55 %",Ibendorf,UWV,04_Kernstadt,04_Kernstadt,2014,Euskirchen
1558,52,"6,57 %",Bozan,DIE LINKE,04_Kernstadt,04_Kernstadt,2014,Euskirchen
1559,255,"39,05 %",Gippert,CDU,05_Kernstadt,05_Kernstadt,2014,Euskirchen
1560,212,"32,47 %",Vitt,SPD,05_Kernstadt,05_Kernstadt,2014,Euskirchen
1561,57,"8,73 %",Renkel,FDP,05_Kernstadt,05_Kernstadt,2014,Euskirchen
1562,50,"7,66 %",Ignatowitz,GRÜNE,05_Kernstadt,05_Kernstadt,2014,Euskirchen
1563,22,"3,37 %",Obst,UWV,05_Kernstadt,05_Kernstadt,2014,Euskirchen
1564,57,"8,73 %",Karabulut-Celik,DIE LINKE,05_Kernstadt,05_Kernstadt,2014,Euskirchen
1565,295,"34,67 %",Gennat,CDU,06_Kernstadt,06_Kernstadt,2014,Euskirchen
1566,320,"37,60 %",Pelzer,SPD,06_Kernstadt,06_Kernstadt,2014,Euskirchen
1567,62,"7,29 %",Morr,FDP,06_Kernstadt,06_Kernstadt,2014,Euskirchen
1568,86,"10,11 %",Ignatowitz,GRÜNE,06_Kernstadt,06_Kernstadt,2014,Euskirchen
1569,35,"4,11 %",Krause,UWV,06_Kernstadt,06_Kernstadt,2014,Euskirchen
1570,53,"6,23 %",Kackan,DIE LINKE,06_Kernstadt,06_Kernstadt,2014,Euskirchen
1571,253,"43,62 %",Wichterich,CDU,07_Kernstadt,07_Kernstadt,2014,Euskirchen
1572,157,"27,07 %",Ebert,SPD,07_Kernstadt,07_Kernstadt,2014,Euskirchen
1573,52,"8,97 %",Greim,FDP,07_Kernstadt,07_Kernstadt,2014,Euskirchen
1574,55,"9,48 %",Nitsche,GRÜNE,07_Kernstadt,07_Kernstadt,2014,Euskirchen
